166.992762531,-70.6113611866,69.4469712956,144.663237866
87.3773554247,158.666285863,-57.7764298767,20.0094192163
-178.027917635,17.8571533449,136.367886057,-176.523794104
-18.5365379137,-76.9500267472,-153.596447258,10.2239626254
0.662599896348,-140.259367934,141.119593473,-100.661165922
47.813401533,-40.4709728561,137.604554542,161.898042261
156.206293771,151.56471383,7.86322063263,-48.3372166794
64.7958814461,98.8598028755,36.0617451596,-163.018773468
-155.515046001,-87.5559805317,-178.416847457,118.271115736
146.986236006,-28.6359028721,69.1809248382,-78.9613392124
-11.4999854595,-138.418677381,-69.3762887485,179.6269769
-112.99072504,22.4797101442,-128.893354688,-81.2851571575
-142.414576626,57.5656630001,-2.30344765011,-114.006629752
19.9396221921,102.660218925,-122.232931561,102.45530272
51.0931700132,-55.6213832911,78.7669234154,-156.374815592
45.7089957902,-11.2062153715,-179.764718553,-48.8634330071
143.412754517,132.014138879,-50.9523584767,66.2916139548
154.765266598,62.4082986505,117.434576508,58.9186497305
89.5593146083,-26.3078562145,157.432969883,48.1124541651
-123.828281562,-127.518945861,-105.170091272,11.0803842778
20.7707441818,170.617266052,9.09929131314,126.9922197
-109.839347866,45.6480188589,-57.5354985957,107.334902026
-4.23662487168,-138.334535475,101.102533019,-132.429038959
136.500265464,-114.58134045,130.686661091,-164.14963867
-45.4983655654,162.52979238,54.0744899617,152.03441766
-29.9291713518,33.3453114947,50.7404768308,1.43880020955
-168.145876949,-48.9269347045,159.593975534,117.052527168
-5.65522128851,71.1606438059,30.8638672542,152.884581448
49.4611136119,-79.0812719219,39.9266392616,-173.984695866
-63.8237523169,78.6430427545,78.5207199269,-133.327260882
